Sentence,Label
"  #wci hashtag simply isn`t dying out anytime soon, is it.",Negative
GM Tweeters! Happy Mother`s Day to the mothers and pretend mothers out there!,Positive
 IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),Neutral
_Megan_**** Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,Negative
 what have you been up to ?,Neutral
"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",Positive
its my birthday.....happy birthday to me!!!!,Positive
 I like that...gonna have to re-tell,Positive
 OMG SO srry to hear that,Negative
 i wish i was there too,Positive
 http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!,Neutral
 i`m not partying tonight,Neutral
17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),Positive
is chatting to one of her besties.,Neutral
  Yeah the spammers are discriminating: none of the females  are part of the target group apparently,Negative
 Haha! Sometimes mobiles makes us slaves ... but it has its own advantages too!,Neutral
  BUT THEY ARE EXPENSIVE.,Negative
"OK, It`s my 1000th Tweet  I`ll use it to simply say 'Thank You!!'. I`ve met some of the most giving/caring people on Twitter!",Positive
"Spiderwoman! She`s an amazing mum, gr8 blogger, gr8 mentor & on top of that climbs walls!  http://digg.com/d1qEua -via ",Positive
 - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,Neutral
" hi there, nice to meet you.  I am new to twitter and I guess you are too?",Positive
Hadnt cried in such a long time,Negative
 lol. sorry bout today  ..did u get them?? & what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],Negative
" oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",Negative
aww my son gave me a purple g shock for mother`s day,Positive
Gud nite all...will catch you all again tomorrow,Positive
"  I`m not even in your situation and now I`m sad. I`m sorry, that`s really sucky.",Negative
is TATTEDDDDD!!!!!!!!!!!!!,Neutral
"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.",Negative
"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",Positive
" Hey girl, yeah I did..thanks a bunch!! I haven`t started downloading them yet...I totally owe you.",Positive
" I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol",Positive
 OMJ my sister brought Coldstone cupcakes today instead of a cake to celebrate bdays in family and I was so excited taking pics,Positive
  Hello there hope your over your flu now,Positive
 they`re at the bottom of the thing and aren`t moving at all. feels bad man.,Negative
Top cashier at work today! woot woot! now off to have a drink...,Neutral
 and  the Creative VADO`s are out of stock at walmart.com (missed it)  but thanks for tweeting about it,Neutral
Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....,Positive
"_J_Stuart Unfortunately not yet, I am still without licence.",Negative
 i know  mark is still one of my favorite boys ever. So nice and adorable.,Positive
cart path only,Neutral
 /drool. I still need to 100% the first one,Neutral
Away to the cinema tweet later may the 4th be with you all  x,Neutral
tonight in party w/ my girls (minus vita),Positive
" totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",Negative
endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,Neutral
 ..people you love.... wait i am not there,Positive
is on the road now! with 7 hours ahead and a beautiful girl behind,Positive
great song  http://bit.ly/evluw,Positive
G`day  Thanx for following.,Positive
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,Negative
New Comment On Jowki:  I wish I had the time to blog more often  http://cli.gs/ZzRe1P,Positive
 put me right off my scrambled egg breakfast  #fartingloud,Neutral
Laying on my bed. ONE spot smells like vanilla.  awesome,Positive
 Yeah! I want it too. I love that 'Falling Slowly' song. It keeps playing in my head.,Positive
 YEAYYY! good for you,Positive
" kk, awesome.",Positive
Migraine is fighting its way back from last night.,Negative
history project,Neutral
had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,Positive
" Maybe you have, my memory sucks.",Negative
Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,Positive
" Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don`t announce and **** - LOL",Neutral
ugh ****! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,Negative
 dont ya know? people love the human society,Positive
 i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????,Neutral
Why does flickr no longer recognize my e-mail addresses.  I can`t log in.,Negative
Anotha day of work  not lookin forward i hate closin fri,Negative
 missed the cutoff for the free chocolate  eh well...bikini season is coming.....,Negative
"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",Neutral
Starting to get sad.,Negative
 Excellent!  You got a name for him yet? Don`t forget to twitpic him.,Positive
"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",Positive
i was an extra. got ready for work for nothing. studying all night,Neutral
I want Dec to be my dad,Neutral
"finally friday , but still grounded till next thursday    -- stereos = life <333",Positive
 Have a great night!,Positive
Well then andy i dont think you should date me,Negative
I`m feeling so frustrated...I just can`t get things to work!!,Negative
 is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,Neutral
 Too much details !!!    (But glad he is better),Positive
" heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out.",Negative
  sowwy. Lover you,Positive
Just downloaded music for over an hour.  Love when that happens,Positive
feels at home to be back at church,Positive
 haha neither am I. It doesn`t matter though you guys do what you want,Neutral
Good morning my little twitternut squashes   How are you all today? whats the weather like where you are?,Positive
 you just got one more!!,Neutral
 voting has closed,Neutral
" whaatttaatttt! she is a good cook and really creative, silly sierra",Positive
Is coming to the end of his first shift  6.30 local,Neutral
_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don`t want you doing #rrtheatre anymore.,Negative
 No. Not professional at all.,Negative
The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI,Positive
@ inthebattle its really cute. One of my favorites.,Positive
" haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",Neutral
Lovely walk this morning with the missus; drizzle didn`t matter,Positive
"is chillin` with my hangover, hollyoaks and a plate of chips....sunday mornings",Positive
" Yeah it did, it explained everything",Neutral
time to play,Neutral
they shot him  he was still alive too...,Neutral
"'The things, you say, your purple prose just gives you away' what the hell is that even supposed to mean? Casino: where music goes to die",Negative
I  didnt know there was a starwars day,Neutral
had a **** contact with both parents >.>  grrr,Negative
"blame it on the goose gotcha feelin loose, blame it on the tron gotcha in the zone;; michelle...this is your fault. lol.",Neutral
" no worries, good news are good to spread",Positive
" wow,that must be sooo cool",Positive
Watching wizard of waverly place,Neutral
Its already been a crazy morning and its ONLY 1030,Neutral
and so to London in a car that`s about 500 degrees with no air con!,Neutral
Happy Mother`s Daaay!!,Positive
"I was talking with my best friend ÃÂ¯ÃÂ¿ÃÂ½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and IÃÂ¯ÃÂ¿ÃÂ½m not",Neutral
imm tired of callin  && hearin other convos  i wanaa call himm!!,Negative
 I can`t believe you tweeted that. It was our special moment,Negative
had a great night with friends,Positive
 I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,Positive
 lady gaga tweeted about not being impressed by her video leaking just so you know,Negative
hehe tweet time... bastos talaga chux,Neutral
@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,Positive
`Look at the tadpole`... `No! ... Look at me!!!` ... Foolish dog  http://yfrog.com/05ixbj,Negative
UGH... I am soooo drag assing today  but on a brighter note I got my G1 update & it is the biznesssss!,Neutral
Just noticed  didn`t get the location right again!  Maybe a way to preview it before sending would be handy??,Neutral
Just got out of the VAST show & IT KICKED ****! Just as mindblowing live as on CD. Sang my fave songs. Im n awe!,Positive
 most likelyy. Just need to save the money and practice my **** off.,Positive
yeah but i was trying to send a msg to you  :S also trying to put a pic on but it aint happening   do they have to approve it or summit?,Negative
 my GF has an interview with them this week,Neutral
**** QW,Negative
"Looking out the window, beautiful blue sky, great forecast for the weekend - not good for cinemas",Neutral
waiting for the last video to be rendered. while watching episode 11,Positive
